type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2021-10-15 13:29:59,52.08572231,5.16989979,5,71.700,,0.188,331,10,14,,
T,2021-10-15 13:30:00,52.08572231,5.16989979,5,71.700,,0.188,329,12,14,,
T,2021-10-15 13:30:01,52.08572231,5.16989979,5,71.700,,0.188,329,12,14,,
T,2021-10-15 13:30:02,52.08570446,5.16983667,5,73.500,,0.500,343,11,14,,
T,2021-10-15 13:30:03,52.08569842,5.16983827,5,73.700,,0.500,4,11,14,,
T,2021-10-15 13:30:04,52.08570743,5.16983273,5,73.800,,0.312,10,12,14,,
T,2021-10-15 13:30:05,52.08572340,5.16983039,5,74.000,,1.188,3,12,14,,
T,2021-10-15 13:30:06,52.08573078,5.16982988,5,74.100,,0.812,11,12,16,,
T,2021-10-15 13:30:07,52.08574214,5.16983542,5,74.200,,0.938,22,12,16,,
T,2021-10-15 13:30:08,52.08575232,5.16983902,5,74.400,,1.062,20,11,16,,
T,2021-10-15 13:30:09,52.08576678,5.16983273,5,74.500,,0.812,19,12,16,,
T,2021-10-15 13:30:10,52.08577319,5.16983500,5,74.700,,0.250,23,11,17,,
T,2021-10-15 13:30:11,52.08577550,5.16982444,5,75.200,,0.312,27,12,17,,
T,2021-10-15 13:30:12,52.08577369,5.16981865,5,75.600,,0.250,31,11,17,,
T,2021-10-15 13:30:13,52.08577369,5.16981865,5,75.600,,0.188,31,12,18,,
T,2021-10-15 13:30:14,52.08577369,5.16981865,5,75.600,,0.188,31,12,18,,
T,2021-10-15 13:30:15,52.08577369,5.16981865,5,75.600,,0.062,28,12,18,,
T,2021-10-15 13:30:16,52.08577369,5.16981865,5,75.600,,0.250,28,11,18,,
T,2021-10-15 13:30:17,52.08577369,5.16981865,5,75.600,,0.125,26,13,18,,
T,2021-10-15 13:30:18,52.08577369,5.16981865,5,75.600,,0.188,26,13,18,,
T,2021-10-15 13:30:19,52.08577369,5.16981865,5,75.600,,0.125,24,14,18,,
T,2021-10-15 13:30:20,52.08577369,5.16981865,5,75.600,,0.125,23,11,18,,
T,2021-10-15 13:30:21,52.08577369,5.16981865,5,75.600,,0.000,23,12,18,,
T,2021-10-15 13:30:22,52.08577369,5.16981865,5,75.600,,0.062,22,11,18,,
T,2021-10-15 13:30:23,52.08577369,5.16981865,5,75.600,,0.188,22,12,18,,
T,2021-10-15 13:30:24,52.08580479,5.16975260,5,77.900,,0.812,9,11,18,,
T,2021-10-15 13:30:25,52.08580232,5.16972712,5,78.100,,1.188,349,11,18,,
T,2021-10-15 13:30:26,52.08580701,5.16971044,5,78.300,,0.938,341,10,18,,
T,2021-10-15 13:30:27,52.08580944,5.16969359,5,78.400,,0.938,334,11,17,,
T,2021-10-15 13:30:28,52.08581422,5.16968144,5,78.600,,0.812,331,11,17,,
T,2021-10-15 13:30:29,52.08582449,5.16966820,5,78.600,,1.125,336,11,17,,
T,2021-10-15 13:30:30,52.08584033,5.16965185,5,78.600,,1.500,335,11,17,,
T,2021-10-15 13:30:31,52.08585156,5.16963643,5,78.500,,0.688,333,11,16,,
T,2021-10-15 13:30:32,52.08585705,5.16961933,5,78.500,,0.562,330,11,16,,
T,2021-10-15 13:30:33,52.08586401,5.16960299,5,78.500,,0.312,328,12,17,,
T,2021-10-15 13:30:34,52.08588392,5.16960592,5,78.800,,1.000,342,11,18,,
T,2021-10-15 13:30:35,52.08589775,5.16958321,5,78.500,,1.000,346,12,18,,
T,2021-10-15 13:30:36,52.08591547,5.16956166,5,78.200,,1.750,346,13,18,,
T,2021-10-15 13:30:37,52.08593630,5.16954783,5,78.000,,1.938,345,13,18,,
T,2021-10-15 13:30:38,52.08594938,5.16953241,5,77.900,,1.438,345,10,18,,
T,2021-10-15 13:30:39,52.08596174,5.16952562,5,77.900,,0.500,345,11,19,,
T,2021-10-15 13:30:40,52.08596778,5.16951079,5,77.600,,0.312,346,10,19,,
T,2021-10-15 13:30:41,52.08598052,5.16951087,5,77.100,,0.125,346,11,19,,
T,2021-10-15 13:30:42,52.08598052,5.16951087,5,77.100,,0.188,346,12,19,,
T,2021-10-15 13:30:43,52.08598052,5.16951087,5,77.100,,0.312,346,13,20,,
T,2021-10-15 13:30:44,52.08603177,5.16951129,5,74.600,,0.312,346,13,19,,
T,2021-10-15 13:30:45,52.08604925,5.16950324,5,73.900,,0.562,345,14,19,,
T,2021-10-15 13:30:46,52.08606006,5.16951137,5,73.300,,0.438,346,12,20,,
T,2021-10-15 13:30:47,52.08606496,5.16951338,5,72.800,,0.125,346,12,19,,
T,2021-10-15 13:30:48,52.08606496,5.16951338,5,72.800,,0.062,346,13,19,,
T,2021-10-15 13:30:49,52.08606496,5.16951338,5,72.800,,0.062,346,12,19,,
T,2021-10-15 13:30:50,52.08606496,5.16951338,5,72.800,,0.062,346,12,18,,
T,2021-10-15 13:30:51,52.08606496,5.16951338,5,72.800,,0.000,346,13,18,,
T,2021-10-15 13:30:52,52.08606496,5.16951338,5,72.800,,0.062,345,11,18,,
T,2021-10-15 13:30:53,52.08606496,5.16951338,5,72.800,,0.000,345,14,19,,
T,2021-10-15 13:30:54,52.08606496,5.16951338,5,72.800,,0.000,345,14,20,,
T,2021-10-15 13:30:55,52.08606496,5.16951338,5,72.800,,0.000,345,12,20,,
T,2021-10-15 13:30:56,52.08606496,5.16951338,5,72.800,,0.062,345,14,20,,
T,2021-10-15 13:30:57,52.08606496,5.16951338,5,72.800,,0.062,345,14,20,,
T,2021-10-15 13:30:58,52.08606496,5.16951338,5,72.800,,0.062,345,12,20,,
T,2021-10-15 13:30:59,52.08606496,5.16951338,5,72.800,,0.062,345,13,20,,
T,2021-10-15 13:31:00,52.08609782,5.16953275,5,69.100,,0.312,345,14,20,,
T,2021-10-15 13:31:01,52.08610876,5.16951783,5,68.500,,0.625,344,15,20,,
T,2021-10-15 13:31:02,52.08612091,5.16950718,5,68.000,,0.500,342,14,20,,
T,2021-10-15 13:31:03,52.08613194,5.16948204,5,67.200,,1.062,327,15,20,,
T,2021-10-15 13:31:04,52.08613877,5.16946460,5,66.900,,0.500,324,16,20,,
T,2021-10-15 13:31:05,52.08614116,5.16945253,5,66.400,,0.312,321,15,20,,
T,2021-10-15 13:31:06,52.08614359,5.16944499,5,65.900,,0.125,321,16,20,,
T,2021-10-15 13:31:07,52.08614359,5.16944499,5,65.900,,0.062,322,15,20,,
T,2021-10-15 13:31:08,52.08614359,5.16944499,5,65.900,,0.000,322,14,19,,
T,2021-10-15 13:31:09,52.08614359,5.16944499,5,65.900,,0.062,323,15,18,,
T,2021-10-15 13:31:10,52.08614359,5.16944499,5,65.900,,0.000,323,14,18,,
T,2021-10-15 13:31:11,52.08614359,5.16944499,5,65.900,,0.000,323,14,17,,
T,2021-10-15 13:31:12,52.08614359,5.16944499,5,65.900,,0.000,324,15,18,,
T,2021-10-15 13:31:13,52.08614359,5.16944499,5,65.900,,0.000,324,15,18,,
T,2021-10-15 13:31:14,52.08614359,5.16944499,5,65.900,,0.000,324,14,19,,
T,2021-10-15 13:31:15,52.08614359,5.16944499,5,65.900,,0.125,324,14,19,,
T,2021-10-15 13:31:16,52.08614359,5.16944499,5,65.900,,0.062,324,15,21,,
T,2021-10-15 13:31:17,52.08614359,5.16944499,5,65.900,,0.000,324,15,21,,
T,2021-10-15 13:31:18,52.08614359,5.16944499,5,65.900,,0.000,324,12,21,,
T,2021-10-15 13:31:19,52.08614359,5.16944499,5,65.900,,0.125,324,11,20,,
T,2021-10-15 13:31:20,52.08614359,5.16944499,5,65.900,,0.125,324,11,20,,
T,2021-10-15 13:31:21,52.08614359,5.16944499,5,65.900,,0.125,324,10,19,,
T,2021-10-15 13:31:22,52.08614359,5.16944499,5,65.900,,0.000,324,12,19,,
T,2021-10-15 13:31:23,52.08614359,5.16944499,5,65.900,,0.062,324,13,19,,
T,2021-10-15 13:31:24,52.08614359,5.16944499,5,65.900,,0.188,324,14,19,,
T,2021-10-15 13:31:25,52.08614359,5.16944499,5,65.900,,0.188,324,15,19,,
T,2021-10-15 13:31:26,52.08614359,5.16944499,5,65.900,,0.125,324,15,20,,
T,2021-10-15 13:31:27,52.08614359,5.16944499,5,65.900,,0.188,324,14,20,,
T,2021-10-15 13:31:28,52.08616031,5.16942521,5,62.500,,1.062,359,14,19,,
T,2021-10-15 13:31:29,52.08615691,5.16944281,5,62.300,,1.125,27,13,19,,
T,2021-10-15 13:31:30,52.08615172,5.16945848,5,62.200,,1.000,55,13,20,,
T,2021-10-15 13:31:31,52.08614933,5.16946921,5,62.100,,0.188,60,14,21,,
T,2021-10-15 13:31:32,52.08614417,5.16947642,5,61.800,,0.062,63,15,21,,
T,2021-10-15 13:31:33,52.08614141,5.16947877,5,61.700,,0.062,64,13,18,,
T,2021-10-15 13:31:34,52.08614141,5.16947877,5,61.700,,0.062,62,12,21,,
T,2021-10-15 13:31:35,52.08614141,5.16947877,5,61.700,,0.125,61,12,20,,
T,2021-10-15 13:31:36,52.08614141,5.16947877,5,61.700,,0.125,60,12,20,,
T,2021-10-15 13:31:37,52.08614141,5.16947877,5,61.700,,0.062,60,12,20,,
T,2021-10-15 13:31:38,52.08614141,5.16947877,5,61.700,,0.062,59,13,20,,
T,2021-10-15 13:31:39,52.08614141,5.16947877,5,61.700,,0.000,59,12,19,,
T,2021-10-15 13:31:40,52.08614141,5.16947877,5,61.700,,0.062,59,13,19,,
T,2021-10-15 13:31:41,52.08614141,5.16947877,5,61.700,,0.188,59,14,20,,
T,2021-10-15 13:31:42,52.08614141,5.16947877,5,61.700,,0.250,59,14,21,,
T,2021-10-15 13:31:43,52.08614141,5.16947877,5,61.700,,0.188,59,14,21,,
T,2021-10-15 13:31:44,52.08614141,5.16947877,5,61.700,,0.000,58,11,21,,
T,2021-10-15 13:31:45,52.08614141,5.16947877,5,61.700,,0.188,58,12,20,,
T,2021-10-15 13:31:46,52.08614141,5.16947877,5,61.700,,0.000,58,14,20,,
T,2021-10-15 13:31:47,52.08614141,5.16947877,5,61.700,,0.188,58,14,20,,
T,2021-10-15 13:31:48,52.08614141,5.16947877,5,61.700,,0.062,58,14,20,,
T,2021-10-15 13:31:49,52.08614141,5.16947877,5,61.700,,0.250,58,14,20,,
T,2021-10-15 13:31:50,52.08614141,5.16947877,5,61.700,,0.125,58,13,20,,
T,2021-10-15 13:31:51,52.08614141,5.16947877,5,61.700,,0.062,58,13,19,,
T,2021-10-15 13:31:52,52.08614141,5.16947877,5,61.700,,0.062,58,15,19,,
T,2021-10-15 13:31:53,52.08614141,5.16947877,5,61.700,,0.000,58,14,20,,
T,2021-10-15 13:31:54,52.08614141,5.16947877,5,61.700,,0.000,58,12,19,,
T,2021-10-15 13:31:55,52.08614141,5.16947877,5,61.700,,0.062,58,12,19,,
T,2021-10-15 13:31:56,52.08614141,5.16947877,5,61.700,,0.125,58,13,19,,
T,2021-10-15 13:31:57,52.08614141,5.16947877,5,61.700,,0.125,58,13,19,,
T,2021-10-15 13:31:58,52.08614141,5.16947877,5,61.700,,0.062,58,10,19,,
T,2021-10-15 13:31:59,52.08614141,5.16947877,5,61.700,,0.062,58,11,19,,
T,2021-10-15 13:36:55,52.08615972,5.17051485,5,52.800,,1.188,90,16,20,,
T,2021-10-15 13:36:56,52.08616098,5.17053480,5,52.700,,1.188,88,15,20,,
T,2021-10-15 13:36:57,52.08616358,5.17055861,5,52.500,,1.562,87,16,20,,
T,2021-10-15 13:36:58,52.08616333,5.17058820,5,52.300,,1.812,91,16,20,,
T,2021-10-15 13:36:59,52.08616475,5.17061569,5,52.100,,1.750,97,16,20,,
T,2021-10-15 13:37:00,52.08616157,5.17064670,5,52.100,,1.938,101,15,20,,
T,2021-10-15 13:37:01,52.08616085,5.17066766,5,52.100,,1.438,100,15,20,,
T,2021-10-15 13:37:02,52.08615700,5.17069230,5,52.000,,1.812,104,16,20,,
T,2021-10-15 13:37:03,52.08615138,5.17071962,5,52.100,,2.000,109,15,20,,
T,2021-10-15 13:37:04,52.08614627,5.17074041,5,52.100,,1.750,111,14,20,,
T,2021-10-15 13:37:05,52.08614577,5.17076069,5,52.000,,1.562,109,14,20,,
T,2021-10-15 13:37:06,52.08614883,5.17078148,5,52.000,,1.562,105,14,20,,
T,2021-10-15 13:37:07,52.08615222,5.17080244,5,52.100,,1.438,100,14,20,,
T,2021-10-15 13:37:08,52.08615691,5.17081426,5,52.100,,1.125,97,14,20,,
T,2021-10-15 13:37:09,52.08615955,5.17082825,5,52.000,,1.125,93,14,20,,
T,2021-10-15 13:37:10,52.08615683,5.17085047,5,51.700,,1.312,93,15,20,,
T,2021-10-15 13:37:11,52.08615867,5.17087134,5,51.500,,1.375,91,14,20,,
T,2021-10-15 13:37:12,52.08615708,5.17089053,5,51.300,,1.250,89,14,20,,
T,2021-10-15 13:37:13,52.08615490,5.17091123,5,51.100,,1.375,88,14,20,,
T,2021-10-15 13:37:14,52.08615683,5.17093378,5,51.000,,1.438,88,14,20,,
T,2021-10-15 13:37:15,52.08615662,5.17095013,5,51.000,,1.250,84,14,20,,
T,2021-10-15 13:37:16,52.08615846,5.17097376,5,51.100,,1.562,86,14,20,,
T,2021-10-15 13:37:17,52.08615930,5.17100737,5,51.100,,2.125,91,14,20,,
T,2021-10-15 13:37:18,52.08615633,5.17104249,5,51.100,,2.312,94,14,20,,
T,2021-10-15 13:37:19,52.08615251,5.17107141,5,51.100,,2.125,97,14,19,,
T,2021-10-15 13:37:20,52.08615260,5.17110134,5,51.000,,2.062,97,15,20,,
T,2021-10-15 13:37:21,52.08615591,5.17113017,5,50.900,,2.000,98,16,20,,
T,2021-10-15 13:37:22,52.08616022,5.17114861,5,50.900,,1.500,97,16,20,,
T,2021-10-15 13:37:23,52.08615834,5.17116646,5,50.800,,1.312,100,15,20,,
T,2021-10-15 13:37:24,52.08616140,5.17119396,5,50.900,,1.625,100,15,20,,
T,2021-10-15 13:37:25,52.08616278,5.17122287,5,50.700,,1.562,100,14,20,,
T,2021-10-15 13:37:26,52.08615951,5.17124265,5,50.700,,1.375,102,14,20,,
T,2021-10-15 13:37:27,52.08615398,5.17125774,5,50.700,,1.125,106,14,19,,
T,2021-10-15 13:37:28,52.08614300,5.17127325,5,50.700,,1.375,119,15,20,,
T,2021-10-15 13:37:29,52.08612871,5.17128909,5,50.600,,1.438,133,15,20,,
T,2021-10-15 13:37:30,52.08611626,5.17130644,5,50.600,,1.438,142,15,20,,
T,2021-10-15 13:37:31,52.08610176,5.17131323,5,50.600,,1.500,160,15,20,,
T,2021-10-15 13:37:32,52.08609099,5.17132480,5,50.500,,1.188,166,15,20,,
T,2021-10-15 13:37:33,52.08608252,5.17132907,5,50.400,,1.000,173,15,20,,
T,2021-10-15 13:37:34,52.08607033,5.17132932,5,50.200,,1.000,178,15,20,,
T,2021-10-15 13:37:35,52.08605474,5.17132614,5,50.200,,0.688,183,16,20,,
T,2021-10-15 13:37:36,52.08604271,5.17132061,5,50.100,,0.250,189,15,20,,
T,2021-10-15 13:37:37,52.08602926,5.17131063,5,50.200,,0.125,192,16,20,,
T,2021-10-15 13:37:38,52.08602917,5.17131021,5,50.200,,0.000,195,16,20,,
T,2021-10-15 13:37:39,52.08602917,5.17131021,5,50.200,,0.000,192,17,20,,
T,2021-10-15 13:37:40,52.08602917,5.17131021,5,50.200,,0.000,190,16,20,,
T,2021-10-15 13:37:41,52.08602917,5.17131021,5,50.200,,0.000,189,17,20,,
T,2021-10-15 13:37:42,52.08602917,5.17131021,5,50.200,,0.000,188,16,20,,
T,2021-10-15 13:37:43,52.08602917,5.17131021,5,50.200,,0.000,187,16,20,,
T,2021-10-15 13:37:44,52.08602917,5.17131021,5,50.200,,0.000,187,15,20,,
T,2021-10-15 13:37:45,52.08602917,5.17131021,5,50.200,,0.000,186,16,20,,
T,2021-10-15 13:37:46,52.08602917,5.17131021,5,50.200,,0.000,186,15,20,,
T,2021-10-15 13:37:47,52.08602917,5.17131021,5,50.200,,0.000,186,15,20,,
T,2021-10-15 13:37:48,52.08602917,5.17131021,5,50.200,,0.000,186,16,20,,
T,2021-10-15 13:37:49,52.08602917,5.17131021,5,50.200,,0.000,185,16,20,,
T,2021-10-15 13:37:50,52.08602917,5.17131021,5,50.200,,0.000,185,16,20,,
T,2021-10-15 13:37:51,52.08602917,5.17131021,5,50.200,,0.000,185,16,19,,
T,2021-10-15 13:37:52,52.08602917,5.17131021,5,50.200,,0.000,185,16,19,,
T,2021-10-15 13:37:53,52.08602917,5.17131021,5,50.200,,0.000,185,15,19,,
T,2021-10-15 13:37:54,52.08602917,5.17131021,5,50.200,,0.000,185,16,19,,
T,2021-10-15 13:37:55,52.08602917,5.17131021,5,50.200,,0.000,185,16,19,,
T,2021-10-15 13:37:56,52.08602917,5.17131021,5,50.200,,0.000,185,16,19,,
T,2021-10-15 13:37:57,52.08602917,5.17131021,5,50.200,,0.000,185,16,19,,
T,2021-10-15 13:37:58,52.08602917,5.17131021,5,50.200,,0.000,185,16,19,,
T,2021-10-15 13:37:59,52.08602917,5.17131021,5,50.200,,0.000,185,16,20,,
T,2021-10-15 13:38:00,52.08602917,5.17131021,5,50.200,,0.000,185,15,20,,
T,2021-10-15 13:38:01,52.08602917,5.17131021,5,50.200,,0.000,185,16,20,,
T,2021-10-15 13:38:02,52.08602917,5.17131021,5,50.200,,0.000,185,16,20,,
T,2021-10-15 13:38:03,52.08602917,5.17131021,5,50.200,,0.000,185,15,19,,
T,2021-10-15 13:38:04,52.08602917,5.17131021,5,50.200,,0.188,185,16,20,,
T,2021-10-15 13:38:05,52.08602917,5.17131021,5,50.200,,0.000,185,14,20,,
T,2021-10-15 13:38:06,52.08602917,5.17131021,5,50.200,,0.000,185,15,20,,
T,2021-10-15 13:38:07,52.08602917,5.17131021,5,50.200,,0.000,185,16,20,,
T,2021-10-15 13:38:08,52.08602917,5.17131021,5,50.200,,0.000,185,14,20,,
T,2021-10-15 13:38:09,52.08602917,5.17131021,5,50.200,,0.000,185,15,20,,
T,2021-10-15 13:38:10,52.08602917,5.17131021,5,50.200,,0.000,185,14,20,,
T,2021-10-15 13:38:11,52.08602917,5.17131021,5,50.200,,0.000,185,15,20,,
T,2021-10-15 13:38:12,52.08602917,5.17131021,5,50.200,,0.000,185,15,20,,
T,2021-10-15 13:38:13,52.08602917,5.17131021,5,50.200,,0.000,185,15,20,,
T,2021-10-15 13:38:14,52.08602917,5.17131021,5,50.200,,0.000,185,15,20,,
T,2021-10-15 13:38:15,52.08602917,5.17131021,5,50.200,,0.000,185,13,20,,
T,2021-10-15 13:38:16,52.08602917,5.17131021,5,50.200,,0.062,185,14,20,,
T,2021-10-15 13:38:17,52.08602917,5.17131021,5,50.200,,0.125,185,15,20,,
T,2021-10-15 13:38:18,52.08602917,5.17131021,5,50.200,,0.062,185,14,20,,
T,2021-10-15 13:38:19,52.08602917,5.17131021,5,50.200,,0.062,185,14,20,,
T,2021-10-15 13:38:20,52.08602917,5.17131021,5,50.200,,0.000,185,13,20,,
T,2021-10-15 13:38:21,52.08602917,5.17131021,5,50.200,,0.062,185,15,19,,
T,2021-10-15 13:38:22,52.08602917,5.17131021,5,50.200,,0.000,185,16,19,,
T,2021-10-15 13:38:23,52.08602917,5.17131021,5,50.200,,0.000,185,16,19,,
T,2021-10-15 13:38:24,52.08602917,5.17131021,5,50.200,,0.000,185,14,19,,
T,2021-10-15 13:38:25,52.08602917,5.17131021,5,50.200,,0.000,185,13,19,,
T,2021-10-15 13:38:26,52.08602917,5.17131021,5,50.200,,0.000,185,12,18,,
T,2021-10-15 13:38:27,52.08602917,5.17131021,5,50.200,,0.000,185,10,17,,
T,2021-10-15 13:38:28,52.08602917,5.17131021,5,50.200,,0.000,185,11,17,,
T,2021-10-15 13:38:29,52.08602917,5.17131021,5,50.200,,0.000,185,11,16,,
T,2021-10-15 13:38:30,52.08602917,5.17131021,5,50.200,,0.000,185,11,15,,
T,2021-10-15 13:38:31,52.08602917,5.17131021,5,50.200,,0.000,185,11,15,,
T,2021-10-15 13:38:32,52.08602917,5.17131021,5,50.200,,0.000,185,11,15,,
T,2021-10-15 13:38:33,52.08602917,5.17131021,5,50.200,,0.000,185,11,16,,
T,2021-10-15 13:38:34,52.08602917,5.17131021,5,50.200,,0.000,185,10,16,,
T,2021-10-15 13:38:35,52.08602917,5.17131021,5,50.200,,0.000,185,10,17,,
T,2021-10-15 13:38:36,52.08602917,5.17131021,5,50.200,,0.000,185,12,17,,
T,2021-10-15 13:38:37,52.08602917,5.17131021,5,50.200,,0.000,185,13,17,,
T,2021-10-15 13:38:38,52.08602917,5.17131021,5,50.200,,0.000,185,12,17,,
T,2021-10-15 13:38:39,52.08602917,5.17131021,5,50.200,,0.000,185,12,17,,
T,2021-10-15 13:38:40,52.08602917,5.17131021,5,50.200,,0.000,185,11,17,,
T,2021-10-15 13:38:41,52.08602917,5.17131021,5,50.200,,0.000,185,13,17,,
T,2021-10-15 13:38:42,52.08602917,5.17131021,5,50.200,,0.062,185,12,18,,
T,2021-10-15 13:38:43,52.08602917,5.17131021,5,50.200,,0.000,185,11,17,,
T,2021-10-15 13:38:44,52.08602917,5.17131021,5,50.200,,0.000,185,13,17,,
T,2021-10-15 13:38:45,52.08602917,5.17131021,5,50.200,,0.000,185,12,17,,
T,2021-10-15 13:38:46,52.08602917,5.17131021,5,50.200,,0.000,185,13,18,,
T,2021-10-15 13:38:47,52.08602917,5.17131021,5,50.200,,0.000,185,14,18,,
T,2021-10-15 13:38:48,52.08602917,5.17131021,5,50.200,,0.000,185,15,18,,
T,2021-10-15 13:38:49,52.08602917,5.17131021,5,50.200,,0.000,185,16,18,,
T,2021-10-15 13:38:50,52.08602917,5.17131021,5,50.200,,0.000,185,15,18,,
T,2021-10-15 13:38:51,52.08602917,5.17131021,5,50.200,,0.000,185,15,18,,
T,2021-10-15 13:38:52,52.08602917,5.17131021,5,50.200,,0.000,185,15,18,,
T,2021-10-15 13:38:53,52.08602917,5.17131021,5,50.200,,0.000,185,15,18,,
T,2021-10-15 13:38:54,52.08602917,5.17131021,5,50.200,,0.000,185,14,17,,
T,2021-10-15 13:38:55,52.08602917,5.17131021,5,50.200,,0.000,185,15,17,,
T,2021-10-15 13:38:56,52.08602917,5.17131021,5,50.200,,0.000,185,15,17,,
T,2021-10-15 13:38:57,52.08602917,5.17131021,5,50.200,,0.000,185,15,17,,
T,2021-10-15 13:38:58,52.08602917,5.17131021,5,50.200,,0.000,185,15,17,,
T,2021-10-15 13:38:59,52.08602917,5.17131021,5,50.200,,0.000,185,15,17,,
T,2021-10-15 13:39:00,52.08602917,5.17131021,5,50.200,,0.000,185,13,18,,
T,2021-10-15 13:39:01,52.08602917,5.17131021,5,50.200,,0.000,185,13,17,,
T,2021-10-15 13:39:02,52.08602917,5.17131021,5,50.200,,0.000,185,13,17,,
T,2021-10-15 13:39:03,52.08602917,5.17131021,5,50.200,,0.062,185,15,16,,
T,2021-10-15 13:39:04,52.08602917,5.17131021,5,50.200,,0.062,185,16,18,,
T,2021-10-15 13:39:05,52.08602917,5.17131021,5,50.200,,0.000,185,15,18,,
T,2021-10-15 13:39:06,52.08602917,5.17131021,5,50.200,,0.000,185,15,18,,
T,2021-10-15 13:39:07,52.08602917,5.17131021,5,50.200,,0.000,185,14,18,,
T,2021-10-15 13:39:08,52.08602917,5.17131021,5,50.200,,0.000,185,13,18,,
T,2021-10-15 13:39:09,52.08602917,5.17131021,5,50.200,,0.000,185,15,18,,
T,2021-10-15 13:39:10,52.08602917,5.17131021,5,50.200,,0.000,185,15,18,,
T,2021-10-15 13:39:11,52.08602917,5.17131021,5,50.200,,0.000,185,15,19,,
T,2021-10-15 13:39:12,52.08602917,5.17131021,5,50.200,,0.000,185,15,19,,
T,2021-10-15 13:39:13,52.08602917,5.17131021,5,50.200,,0.000,185,14,19,,
T,2021-10-15 13:39:14,52.08600059,5.17135439,5,47.300,,0.125,185,16,19,,
T,2021-10-15 13:39:15,52.08600156,5.17135279,5,47.200,,0.062,185,15,19,,
T,2021-10-15 13:39:16,52.08600139,5.17135346,5,47.000,,0.000,185,15,19,,
T,2021-10-15 13:39:17,52.08600373,5.17135656,5,47.100,,0.062,185,16,19,,
T,2021-10-15 13:39:18,52.08600373,5.17135656,5,47.100,,0.000,185,16,19,,
T,2021-10-15 13:39:19,52.08600373,5.17135656,5,47.100,,0.000,185,15,19,,
T,2021-10-15 13:39:20,52.08600373,5.17135656,5,47.100,,0.000,185,15,19,,
T,2021-10-15 13:39:21,52.08600373,5.17135656,5,47.100,,0.000,185,14,19,,
T,2021-10-15 13:39:22,52.08600373,5.17135656,5,47.100,,0.000,185,14,18,,
T,2021-10-15 13:39:23,52.08600373,5.17135656,5,47.100,,0.000,185,15,18,,
T,2021-10-15 13:39:24,52.08600373,5.17135656,5,47.100,,0.000,185,15,19,,
T,2021-10-15 13:39:25,52.08600373,5.17135656,5,47.100,,0.000,185,13,18,,
T,2021-10-15 13:39:26,52.08600373,5.17135656,5,47.100,,0.000,185,12,17,,
T,2021-10-15 13:39:27,52.08600373,5.17135656,5,47.100,,0.000,185,15,17,,
T,2021-10-15 13:39:28,52.08600373,5.17135656,5,47.100,,0.000,185,12,18,,
T,2021-10-15 13:39:29,52.08600373,5.17135656,5,47.100,,0.000,185,13,17,,
T,2021-10-15 13:39:30,52.08600373,5.17135656,5,47.100,,0.000,185,12,16,,
T,2021-10-15 13:39:31,52.08600373,5.17135656,5,47.100,,0.000,185,12,17,,
T,2021-10-15 13:39:32,52.08600373,5.17135656,5,47.100,,0.000,185,14,17,,
T,2021-10-15 13:39:33,52.08600373,5.17135656,5,47.100,,0.000,185,14,16,,
T,2021-10-15 13:39:34,52.08600373,5.17135656,5,47.100,,0.062,185,10,17,,
T,2021-10-15 13:39:35,52.08600373,5.17135656,5,47.100,,0.250,185,14,17,,
T,2021-10-15 13:39:36,52.08598965,5.17134466,5,47.200,,1.125,176,14,16,,
T,2021-10-15 13:39:37,52.08598052,5.17134131,5,47.300,,0.938,174,14,17,,
T,2021-10-15 13:39:38,52.08597075,5.17134600,5,47.300,,0.938,168,15,17,,
T,2021-10-15 13:39:39,52.08595877,5.17134114,5,47.300,,1.250,181,15,16,,
T,2021-10-15 13:39:40,52.08594477,5.17133628,5,47.400,,1.438,185,15,16,,
T,2021-10-15 13:39:41,52.08593534,5.17133234,5,47.400,,1.062,181,16,19,,
T,2021-10-15 13:39:42,52.08592423,5.17133167,5,47.300,,1.312,180,15,19,,
T,2021-10-15 13:39:43,52.08590671,5.17133276,5,47.200,,1.625,179,15,18,,
T,2021-10-15 13:39:44,52.08589213,5.17132605,5,47.400,,1.500,186,15,18,,
T,2021-10-15 13:39:45,52.08587926,5.17131273,5,47.600,,1.500,188,17,18,,
T,2021-10-15 13:39:46,52.08586506,5.17131181,5,47.600,,1.562,187,17,18,,
T,2021-10-15 13:39:47,52.08584486,5.17130535,5,47.500,,1.875,191,15,19,,
T,2021-10-15 13:39:48,52.08582461,5.17129311,5,47.500,,2.062,192,17,18,,
T,2021-10-15 13:39:49,52.08580043,5.17128423,5,47.300,,2.250,189,16,18,,
T,2021-10-15 13:39:50,52.08578044,5.17127962,5,47.400,,2.125,188,16,19,,
T,2021-10-15 13:39:51,52.08576778,5.17128356,5,47.600,,1.625,186,15,18,,
T,2021-10-15 13:39:52,52.08575559,5.17128037,5,47.800,,1.562,188,16,18,,
T,2021-10-15 13:39:53,52.08574276,5.17127249,5,47.900,,1.500,191,15,19,,
T,2021-10-15 13:39:54,52.08573149,5.17126562,5,48.000,,1.312,192,16,19,,
T,2021-10-15 13:39:55,52.08572126,5.17126411,5,47.800,,1.125,188,15,19,,
